LAMMPS data file via write_data, version 2 Aug 2023, timestep = 20010, units = metal

299 atoms
1 atom types

0 12.7632774 xlo xhi
0 22.10664493 ylo yhi
-15 5 zlo zhi

Masses

1 63.55

Atoms # atomic

156 1 0.63816387 0.36844408 -10.42117236 0 0 0
161 1 0.63816387 1.84222041 -8.33693789 0 0 0
216 1 3.19081935 0.36844408 -10.42117236 0 0 0
221 1 3.19081935 1.84222041 -8.33693789 0 0 0
222 1 1.91449161 2.57910858 -10.42117236 0 0 0
36 1 8.29613031 0.36844408 -10.42117236 0 0 0
41 1 8.29613031 1.84222041 -8.33693789 0 0 0
42 1 7.01980257 2.57910858 -10.42117236 0 0 0
276 1 5.74347483 0.36844408 -10.42117236 0 0 0
281 1 5.74347483 1.84222041 -8.33693789 0 0 0
282 1 4.46714709 2.57910858 -10.42117236 0 0 0
96 1 10.84878579 0.36844408 -10.42117236 0 0 0
101 1 10.84878579 1.84222041 -8.33693789 0 0 0
102 1 9.57245805 2.57910858 -10.42117236 0 0 0
162 1 12.12511353 2.57910858 -10.42117236 0 0 0
227 1 1.91449161 4.0528849 -8.33693789 0 0 0
228 1 0.63816387 4.78977307 -10.42117236 0 0 0
233 1 0.63816387 6.2635494 -8.33693789 0 0 0
288 1 3.19081935 4.78977307 -10.42117236 0 0 0
293 1 3.19081935 6.2635494 -8.33693789 0 0 0
294 1 1.91449161 7.00043756 -10.42117236 0 0 0
47 1 7.01980257 4.0528849 -8.33693789 0 0 0
48 1 5.74347483 4.78977307 -10.42117236 0 0 0
53 1 5.74347483 6.2635494 -8.33693789 0 0 0
54 1 4.46714709 7.00043756 -10.42117236 0 0 0
108 1 8.29613031 4.78977307 -10.42117236 0 0 0
113 1 8.29613031 6.2635494 -8.33693789 0 0 0
114 1 7.01980257 7.00043756 -10.42117236 0 0 0
287 1 4.46714709 4.0528849 -8.33693789 0 0 0
107 1 9.57245805 4.0528849 -8.33693789 0 0 0
167 1 12.12511353 4.0528849 -8.33693789 0 0 0
168 1 10.84878579 4.78977307 -10.42117236 0 0 0
173 1 10.84878579 6.2635494 -8.33693789 0 0 0
174 1 9.57245805 7.00043756 -10.42117236 0 0 0
234 1 12.12511353 7.00043756 -10.42117236 0 0 0
5 1 0.63816387 10.68487838 -8.33693789 0 0 0
60 1 3.19081935 9.21110205 -10.42117236 0 0 0
65 1 3.19081935 10.68487838 -8.33693789 0 0 0
199 1 0.63816387 9.21110205 -10.42117236 0 0 0
299 1 1.91449161 8.47421389 -8.33693789 0 0 0
59 1 4.46714709 8.47421389 -8.33693789 0 0 0
119 1 7.01980257 8.47421389 -8.33693789 0 0 0
120 1 5.74347483 9.21110205 -10.42117236 0 0 0
125 1 5.74347483 10.68487838 -8.33693789 0 0 0
180 1 8.29613031 9.21110205 -10.42117236 0 0 0
185 1 8.29613031 10.68487838 -8.33693789 0 0 0
179 1 9.57245805 8.47421389 -8.33693789 0 0 0
239 1 12.12511353 8.47421389 -8.33693789 0 0 0
240 1 10.84878579 9.21110205 -10.42117236 0 0 0
245 1 10.84878579 10.68487838 -8.33693789 0 0 0
11 1 1.91449161 12.89554288 -8.33693789 0 0 0
12 1 0.63816387 13.63243104 -10.42117236 0 0 0
66 1 1.91449161 11.42176655 -10.42117236 0 0 0
72 1 3.19081935 13.63243104 -10.42117236 0 0 0
71 1 4.46714709 12.89554288 -8.33693789 0 0 0
126 1 4.46714709 11.42176655 -10.42117236 0 0 0
131 1 7.01980257 12.89554288 -8.33693789 0 0 0
132 1 5.74347483 13.63243104 -10.42117236 0 0 0
186 1 7.01980257 11.42176655 -10.42117236 0 0 0
192 1 8.29613031 13.63243104 -10.42117236 0 0 0
6 1 12.12511353 11.42176655 -10.42117236 0 0 0
191 1 9.57245805 12.89554288 -8.33693789 0 0 0
246 1 9.57245805 11.42176655 -10.42117236 0 0 0
251 1 12.12511353 12.89554288 -8.33693789 0 0 0
252 1 10.84878579 13.63243104 -10.42117236 0 0 0
17 1 0.63816387 15.10620737 -8.33693789 0 0 0
77 1 3.19081935 15.10620737 -8.33693789 0 0 0
78 1 1.91449161 15.84309553 -10.42117236 0 0 0
83 1 1.91449161 17.31687186 -8.33693789 0 0 0
84 1 0.63816387 18.05376003 -10.42117236 0 0 0
144 1 3.19081935 18.05376003 -10.42117236 0 0 0
137 1 5.74347483 15.10620737 -8.33693789 0 0 0
138 1 4.46714709 15.84309553 -10.42117236 0 0 0
143 1 4.46714709 17.31687186 -8.33693789 0 0 0
197 1 8.29613031 15.10620737 -8.33693789 0 0 0
198 1 7.01980257 15.84309553 -10.42117236 0 0 0
203 1 7.01980257 17.31687186 -8.33693789 0 0 0
204 1 5.74347483 18.05376003 -10.42117236 0 0 0
264 1 8.29613031 18.05376003 -10.42117236 0 0 0
18 1 12.12511353 15.84309553 -10.42117236 0 0 0
23 1 12.12511353 17.31687186 -8.33693789 0 0 0
24 1 10.84878579 18.05376003 -10.42117236 0 0 0
257 1 10.84878579 15.10620737 -8.33693789 0 0 0
258 1 9.57245805 15.84309553 -10.42117236 0 0 0
263 1 9.57245805 17.31687186 -8.33693789 0 0 0
89 1 0.63816387 19.52753635 -8.33693789 0 0 0
149 1 3.19081935 19.52753635 -8.33693789 0 0 0
150 1 1.91449161 20.26442452 -10.42117236 0 0 0
155 1 1.91449161 21.73820085 -8.33693789 0 0 0
209 1 5.74347483 19.52753635 -8.33693789 0 0 0
210 1 4.46714709 20.26442452 -10.42117236 0 0 0
215 1 4.46714709 21.73820085 -8.33693789 0 0 0
269 1 8.29613031 19.52753635 -8.33693789 0 0 0
270 1 7.01980257 20.26442452 -10.42117236 0 0 0
275 1 7.01980257 21.73820085 -8.33693789 0 0 0
29 1 10.84878579 19.52753635 -8.33693789 0 0 0
30 1 9.57245805 20.26442452 -10.42117236 0 0 0
35 1 9.57245805 21.73820085 -8.33693789 0 0 0
90 1 12.12511353 20.26442452 -10.42117236 0 0 0
95 1 12.12511353 21.73820085 -8.33693789 0 0 0
153 1 0.5891456361844513 0.3976466441626337 -4.184622796756319 0 0 0
213 1 3.217591661675514 0.3277367855602811 -4.123957489379642 0 0 0
219 1 1.9407069002641586 2.5350196941348164 -4.135038004113509 0 0 0
220 1 1.9446973942107055 1.1212776268781632 -6.238233212340731 0 0 0
226 1 0.6102644379784166 3.298598431456099 -6.218212568199493 0 0 0
286 1 3.2239730827537145 3.3360206729756956 -6.233306904753775 0 0 0
33 1 8.274145792762686 0.2838821469993745 -4.074614078249525 0 0 0
39 1 6.989733123866258 2.5967840232040222 -4.161160454028935 0 0 0
40 1 7.013029055254843 1.0917310735160985 -6.259381315410729 0 0 0
46 1 5.77497806018838 3.238501536467005 -6.269354254256192 0 0 0
106 1 8.279148010915364 3.347431267606687 -6.256739067816129 0 0 0
273 1 5.75707977996052 0.4039328646480054 -4.2262158698812495 0 0 0
279 1 4.4437394964425865 2.5835960090598538 -4.18222671884181 0 0 0
280 1 4.481829736978688 1.0095057397587073 -6.291843401489065 0 0 0
93 1 10.88247106160297 0.3699902312498022 -4.132529491453975 0 0 0
99 1 9.565878671787404 2.531777660948623 -4.075320819563778 0 0 0
100 1 9.573322239255766 1.1088960426894674 -6.215275918248576 0 0 0
159 1 12.138021760588549 2.5551519679382864 -4.194995387802351 0 0 0
160 1 12.128038956858374 1.1460356399156375 -6.253370319132671 0 0 0
166 1 10.828364424260178 3.3476295205714854 -6.1472063298844875 0 0 0
225 1 0.6408590608173299 4.752680724670357 -4.10161074638773 0 0 0
285 1 3.1941785002314793 4.804120694333772 -4.166596187377423 0 0 0
291 1 1.8629436791996004 7.133366589600485 -4.181470534118811 0 0 0
292 1 1.8796360260943823 5.5507174779422845 -6.270991659651924 0 0 0
45 1 5.7487487745572174 4.804584329627577 -4.214906072152332 0 0 0
51 1 4.4895849773687475 7.095011318733006 -4.2260978120359125 0 0 0
52 1 4.505403707832769 5.591815031909852 -6.245578704649248 0 0 0
105 1 8.257045919183472 4.889962836729121 -4.081663664421472 0 0 0
111 1 7.036149348362694 7.035721400519687 -4.15859340400175 0 0 0
112 1 7.060596919181567 5.596878405656701 -6.3016543464353365 0 0 0
165 1 10.843049480192759 4.833102495509647 -4.180201118395393 0 0 0
171 1 9.610259056798123 7.086465606051291 -4.211152097385426 0 0 0
172 1 9.589440450819048 5.574904536719996 -6.27846778681088 0 0 0
231 1 12.10419287875627 6.968628227802562 -4.19725014740021 0 0 0
232 1 12.096510332404515 5.5672441129360175 -6.280021576996645 0 0 0
57 1 3.2116862607168355 9.27751253877932 -4.110645866619614 0 0 0
58 1 3.11080077538086 7.776658637185314 -6.322089407576013 0 0 0
64 1 1.946221081791631 9.966727895800743 -6.219587377463963 0 0 0
297 1 0.5951543863337563 9.233000646503395 -4.129973648752694 0 0 0
298 1 0.5721269228885554 7.851076544241632 -6.240103381432516 0 0 0
117 1 5.788309702737851 9.17285626256876 -4.1064568112389495 0 0 0
118 1 5.678942218597265 7.790225501886817 -6.244082296805011 0 0 0
124 1 4.423797183175125 9.926148556567588 -6.190189501723297 0 0 0
177 1 8.35874425278184 9.225748599690606 -4.128713712889758 0 0 0
178 1 8.244859973193195 7.764187292688145 -6.350812580946925 0 0 0
184 1 6.959794096011884 9.931202098883558 -6.15396143610999 0 0 0
4 1 12.065095156897577 9.996981499670866 -6.247346917601774 0 0 0
237 1 10.842360648291615 9.181536606771557 -4.0654337569793775 0 0 0
238 1 10.840608742459864 7.758902077647352 -6.235955520504134 0 0 0
244 1 9.530794988736554 9.915224180123918 -6.215480658357887 0 0 0
9 1 0.6484705410115733 13.60844386334464 -4.208592845105441 0 0 0
10 1 0.6323529239547325 12.183309499536076 -6.331804496363895 0 0 0
63 1 1.8438018478798288 11.446434769918897 -4.2107402732591055 0 0 0
69 1 3.137991770717084 13.642103304345998 -4.169395846106566 0 0 0
70 1 3.223351394472648 12.231398454462248 -6.270588904518773 0 0 0
76 1 1.9374948360929953 14.391790509343044 -6.265226591238513 0 0 0
123 1 4.495789791208822 11.422752146715421 -4.156610235327042 0 0 0
129 1 5.667559342057834 13.695001303759101 -4.193806534111646 0 0 0
130 1 5.736264858180498 12.092673300909059 -6.18505031610508 0 0 0
136 1 4.418898202534794 14.405449201323984 -6.2463482018936025 0 0 0
183 1 6.978360411841124 11.417979227957044 -4.072051172227645 0 0 0
